Hat,Robe,Boots,Wand,Athame,Amulet,Ring,Pet,Mount,Deck,Max Health,Damage,Flat Damage,Resistance,Flat Resistance,Accuracy,Critical Rating,Critical Block Rating,Armor Piercing,Stun Resistance,Incoming Healing,Outgoing Healing,Pip Conversion Rating,Power Pip Chance,Shadow Pip Rating,Archmastery Rating,Enchant Damage,Gear Set,Adjusted Health,Balanced Rating,Mob R1 Dmg,Mob HighRes R1 Dmg,Boss R1 Dmg
Jade Hood of Mystery (Level 100+) (No Pins),Malistaire's Cloak of Flux (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Fierce Dream Reaver Knife (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),7294,116,0,64,0,25,370,366,6,0,6,5,660,90,111,136,300,No Gear Set,14974,30094,1912,1256,1567
Jade Hood of Mystery (Level 100+) (No Pins),Malistaire's Cloak of Flux (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Fierce Dream Reaver Knife (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),7294,143,0,64,0,30,507,353,14,0,6,5,842,90,111,136,300,No Gear Set,14974,34934,2529,1751,2071
Jade Hood of Mystery (Level 100+) (No Pins),Malistaire's Cloak of Flux (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Fierce Dream Reaver Knife (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),7294,140,0,64,0,30,526,337,18,0,6,5,660,90,132,136,300,No Gear Set,14974,35374,2642,1869,2169
Jade Hood of Mystery (Level 100+) (No Pins),Fraught Plot Armor (Level 170+) (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),7774,121,0,60,0,8,407,462,17,0,6,5,364,100,99,136,300,No Gear Set,14974,32894,2301,1619,1896
Jade Hood of Mystery (Level 100+) (No Pins),Fraught Plot Armor (Level 170+) (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),7774,148,0,60,0,13,544,449,25,0,6,5,546,100,99,136,300,No Gear Set,14974,37734,2980,2177,2455
Jade Hood of Mystery (Level 100+) (No Pins),Fraught Plot Armor (Level 170+) (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),7774,145,0,60,0,13,563,433,29,0,6,5,364,100,120,136,300,No Gear Set,14974,38174,3094,2296,2554
Jade Hood of Mystery (Level 100+) (No Pins),Fraught Plot Armor (Level 170+) (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),7774,121,0,60,0,8,414,422,17,0,6,5,464,90,99,136,300,No Gear Set,14974,32894,2307,1624,1901
Jade Hood of Mystery (Level 100+) (No Pins),Fraught Plot Armor (Level 170+) (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),7774,148,0,60,0,13,551,409,25,0,6,5,646,90,99,136,300,No Gear Set,14974,37734,2987,2181,2460
Jade Hood of Mystery (Level 100+) (No Pins),Fraught Plot Armor (Level 170+) (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),7774,145,0,60,0,13,570,393,29,0,6,5,464,90,120,136,300,No Gear Set,14974,38174,3101,2300,2559
Jade Hood of Mystery (Level 100+) (No Pins),Malistaire's Cloak of Flux (No Pins),Mysterious Jade Boots (Level 110+) (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Fraught Archival Dirk (Level 170+) (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),6573,93,0,70,0,25,357,386,0,0,14,18,560,78,97,191,300,No Gear Set,14973,26133,1552,970,1267
Jade Hood of Mystery (Level 100+) (No Pins),Malistaire's Cloak of Flux (No Pins),Mysterious Jade Boots (Level 110+) (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Fraught Archival Dirk (Level 170+) (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),6573,120,0,70,0,30,494,373,8,0,14,18,742,78,97,191,300,No Gear Set,14973,30973,2104,1403,1716
Jade Hood of Mystery (Level 100+) (No Pins),Malistaire's Cloak of Flux (No Pins),Mysterious Jade Boots (Level 110+) (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Fraught Archival Dirk (Level 170+) (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),6573,117,0,70,0,30,513,357,12,0,14,18,560,78,118,191,300,No Gear Set,14973,31413,2205,1508,1803
Jade Hood of Mystery (Level 100+) (No Pins),Fraught Plot Armor (Level 170+) (No Pins),Mysterious Jade Boots (Level 110+) (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Fraught Archival Dirk (Level 170+) (No Jewels),FlyGob's Medallion (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),7053,98,0,66,0,8,401,442,11,0,14,18,364,78,85,191,300,No Gear Set,14973,28933,1904,1294,1563
Jade Hood of Mystery (Level 100+) (No Pins),Fraught Plot Armor (Level 170+) (No Pins),Mysterious Jade Boots (Level 110+) (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Fraught Archival Dirk (Level 170+) (No Jewels),FlyGob's Medallion (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),7053,125,0,66,0,13,538,429,19,0,14,18,546,78,85,191,300,No Gear Set,14973,33773,2517,1789,2067
Jade Hood of Mystery (Level 100+) (No Pins),Fraught Plot Armor (Level 170+) (No Pins),Mysterious Jade Boots (Level 110+) (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Fraught Archival Dirk (Level 170+) (No Jewels),FlyGob's Medallion (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),7053,122,0,66,0,13,557,413,23,0,14,18,364,78,106,191,300,No Gear Set,14973,34213,2618,1896,2154
Jade Hood of Mystery (Level 100+) (No Pins),Burrower's Divination Robe (Level 160+) (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Fraught Archival Dirk (Level 170+) (No Jewels),FlyGob's Medallion (No Jewels),Fraught Archival Band (Level 170+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),8006,124,0,58,0,0,527,490,18,0,6,25,364,69,119,136,300,No Gear Set,14966,33446,2467,1745,2025
Jade Hood of Mystery (Level 100+) (No Pins),Burrower's Divination Robe (Level 160+) (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Fraught Archival Dirk (Level 170+) (No Jewels),FlyGob's Medallion (No Jewels),Fraught Archival Band (Level 170+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),8006,151,0,58,0,5,664,477,26,0,6,25,546,69,119,136,300,No Gear Set,14966,38286,3152,2311,2597
Jade Hood of Mystery (Level 100+) (No Pins),Burrower's Divination Robe (Level 160+) (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Fraught Archival Dirk (Level 170+) (No Jewels),FlyGob's Medallion (No Jewels),Fraught Archival Band (Level 170+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),8006,148,0,58,0,5,683,461,30,0,6,25,364,69,140,136,300,No Gear Set,14966,38726,3268,2433,2698
Jade Hood of Mystery (Level 100+) (No Pins),Burrower's Divination Robe (Level 160+) (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Fraught Archival Dirk (Level 170+) (No Jewels),FlyGob's Medallion (No Jewels),Fraught Archival Band (Level 170+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),8006,124,0,58,0,0,534,450,18,0,6,25,464,59,119,136,300,No Gear Set,14966,33446,2472,1749,2029
Jade Hood of Mystery (Level 100+) (No Pins),Burrower's Divination Robe (Level 160+) (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Fraught Archival Dirk (Level 170+) (No Jewels),FlyGob's Medallion (No Jewels),Fraught Archival Band (Level 170+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),8006,151,0,58,0,5,671,437,26,0,6,25,646,59,119,136,300,No Gear Set,14966,38286,3157,2315,2602
Jade Hood of Mystery (Level 100+) (No Pins),Burrower's Divination Robe (Level 160+) (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Fraught Archival Dirk (Level 170+) (No Jewels),FlyGob's Medallion (No Jewels),Fraught Archival Band (Level 170+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),8006,148,0,58,0,5,690,421,30,0,6,25,464,59,140,136,300,No Gear Set,14966,38726,3273,2437,2703
Jade Hood of Mystery (Level 100+) (No Pins),Burrower's Divination Robe (Level 160+) (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Fraught Archival Dirk (Level 170+) (No Jewels),FlyGob's Medallion (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),8002,128,0,58,0,0,508,510,18,0,6,13,364,77,119,191,300,No Gear Set,14962,33922,2496,1765,2049
Jade Hood of Mystery (Level 100+) (No Pins),Burrower's Divination Robe (Level 160+) (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Fraught Archival Dirk (Level 170+) (No Jewels),FlyGob's Medallion (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),8002,155,0,58,0,5,645,497,26,0,6,13,546,77,119,191,300,No Gear Set,14962,38762,3187,2337,2626
Jade Hood of Mystery (Level 100+) (No Pins),Burrower's Divination Robe (Level 160+) (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Fraught Archival Dirk (Level 170+) (No Jewels),FlyGob's Medallion (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),8002,152,0,58,0,5,664,481,30,0,6,13,364,77,140,191,300,No Gear Set,14962,39202,3305,2461,2729
Jade Hood of Mystery (Level 100+) (No Pins),Malistaire's Cloak of Flux (No Pins),Dragoon's Shocking Boots (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),Shocking August Sage Ampul (Level 170+) (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),7521,106,0,62,0,25,384,261,0,0,6,8,584,102,109,136,300,Dragoon's Shocking Set (1x),14961,27681,1677,1048,1366
Jade Hood of Mystery (Level 100+) (No Pins),Malistaire's Cloak of Flux (No Pins),Dragoon's Shocking Boots (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),Shocking August Sage Ampul (Level 170+) (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),7521,133,0,62,0,30,521,248,8,0,6,8,766,102,109,136,300,Dragoon's Shocking Set (1x),14961,32521,2249,1499,1833
Jade Hood of Mystery (Level 100+) (No Pins),Malistaire's Cloak of Flux (No Pins),Dragoon's Shocking Boots (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),Shocking August Sage Ampul (Level 170+) (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),7521,130,0,62,0,30,540,232,12,0,6,8,584,102,130,136,300,Dragoon's Shocking Set (1x),14961,32961,2357,1613,1926
Jade Hood of Mystery (Level 100+) (No Pins),Malistaire's Cloak of Flux (No Pins),Dragoon's Shocking Boots (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),Shocking August Sage Ampul (Level 170+) (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),7521,106,0,62,0,25,391,221,0,0,6,8,684,92,109,136,300,Dragoon's Shocking Set (1x),14961,27681,1683,1051,1369
Jade Hood of Mystery (Level 100+) (No Pins),Malistaire's Cloak of Flux (No Pins),Dragoon's Shocking Boots (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),Shocking August Sage Ampul (Level 170+) (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),7521,133,0,62,0,30,528,208,8,0,6,8,866,92,109,136,300,Dragoon's Shocking Set (1x),14961,32521,2254,1502,1837
Jade Hood of Mystery (Level 100+) (No Pins),Malistaire's Cloak of Flux (No Pins),Dragoon's Shocking Boots (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),Shocking August Sage Ampul (Level 170+) (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),7521,130,0,62,0,30,547,192,12,0,6,8,684,92,130,136,300,Dragoon's Shocking Set (1x),14961,32961,2362,1616,1930
Jade Hood of Mystery (Level 100+) (No Pins),Malistaire's Cloak of Flux (No Pins),Dragoon's Shocking Boots (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Fraught Archival Dirk (Level 170+) (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),7277,126,0,64,0,25,473,301,0,0,6,16,560,91,109,136,300,Dragoon's Shocking Set (1x),14957,30077,1907,1192,1545
Jade Hood of Mystery (Level 100+) (No Pins),Malistaire's Cloak of Flux (No Pins),Dragoon's Shocking Boots (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Fraught Archival Dirk (Level 170+) (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),7277,153,0,64,0,30,610,288,8,0,6,16,742,91,109,136,300,Dragoon's Shocking Set (1x),14957,34917,2507,1671,2041
Jade Hood of Mystery (Level 100+) (No Pins),Malistaire's Cloak of Flux (No Pins),Dragoon's Shocking Boots (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Fraught Archival Dirk (Level 170+) (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),7277,150,0,64,0,30,629,272,12,0,6,16,560,91,130,136,300,Dragoon's Shocking Set (1x),14957,35357,2628,1798,2146
Jade Hood of Mystery (Level 100+) (No Pins),Malistaire's Cloak of Flux (No Pins),Dragoon's Shocking Boots (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Fraught Archival Dirk (Level 170+) (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),7277,126,0,64,0,25,480,261,0,0,6,16,660,81,109,136,300,Dragoon's Shocking Set (1x),14957,30077,1912,1195,1549
Jade Hood of Mystery (Level 100+) (No Pins),Malistaire's Cloak of Flux (No Pins),Dragoon's Shocking Boots (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Fraught Archival Dirk (Level 170+) (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),7277,153,0,64,0,30,617,248,8,0,6,16,842,81,109,136,300,Dragoon's Shocking Set (1x),14957,34917,2512,1674,2045
Jade Hood of Mystery (Level 100+) (No Pins),Malistaire's Cloak of Flux (No Pins),Dragoon's Shocking Boots (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Fraught Archival Dirk (Level 170+) (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),7277,150,0,64,0,30,636,232,12,0,6,16,660,81,130,136,300,Dragoon's Shocking Set (1x),14957,35357,2633,1801,2150
Jade Hood of Mystery (Level 100+) (No Pins),Fraught Plot Armor (Level 170+) (No Pins),Dragoon's Shocking Boots (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Fraught Archival Dirk (Level 170+) (No Jewels),FlyGob's Medallion (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),7757,131,0,60,0,8,517,357,11,0,6,16,364,91,97,136,300,Dragoon's Shocking Set (1x),14957,32877,2319,1577,1895
Jade Hood of Mystery (Level 100+) (No Pins),Fraught Plot Armor (Level 170+) (No Pins),Dragoon's Shocking Boots (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Fraught Archival Dirk (Level 170+) (No Jewels),FlyGob's Medallion (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),7757,158,0,60,0,13,654,344,19,0,6,16,546,91,97,136,300,Dragoon's Shocking Set (1x),14957,37717,2981,2119,2446
Jade Hood of Mystery (Level 100+) (No Pins),Fraught Plot Armor (Level 170+) (No Pins),Dragoon's Shocking Boots (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Fraught Archival Dirk (Level 170+) (No Jewels),FlyGob's Medallion (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),7757,155,0,60,0,13,673,328,23,0,6,16,364,91,118,136,300,Dragoon's Shocking Set (1x),14957,38157,3102,2246,2552
Jade Hood of Mystery (Level 100+) (No Pins),Fraught Plot Armor (Level 170+) (No Pins),Dragoon's Shocking Boots (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Fraught Archival Dirk (Level 170+) (No Jewels),FlyGob's Medallion (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),7757,131,0,60,0,8,524,317,11,0,6,16,464,81,97,136,300,Dragoon's Shocking Set (1x),14957,32877,2325,1581,1899
Jade Hood of Mystery (Level 100+) (No Pins),Fraught Plot Armor (Level 170+) (No Pins),Dragoon's Shocking Boots (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Fraught Archival Dirk (Level 170+) (No Jewels),FlyGob's Medallion (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),7757,158,0,60,0,13,661,304,19,0,6,16,646,81,97,136,300,Dragoon's Shocking Set (1x),14957,37717,2986,2122,2450
Jade Hood of Mystery (Level 100+) (No Pins),Fraught Plot Armor (Level 170+) (No Pins),Dragoon's Shocking Boots (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Fraught Archival Dirk (Level 170+) (No Jewels),FlyGob's Medallion (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),7757,155,0,60,0,13,680,288,23,0,6,16,464,81,118,136,300,Dragoon's Shocking Set (1x),14957,38157,3107,2250,2557
